CNVD-2009-0391, ,AXIS Camera控件image_pan_tilt属性缓冲区溢出漏洞,2009/1/23,高,(暂无),AXIS Camera Control是一种可以在IE中观看网络流媒体的控件程序。AXIS Camera Control的实现上存在缓冲溢出漏洞，远程恶意网站可能利用此漏洞控制用户客户端系统。控件在处理超长的image_pan_tilt属性数据时存在堆溢出问题，远程恶意网站可以通过设置超长的数据触发溢出控制客户端系统。,Null,Axis Communications-------------------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.axis.com/techsup/software/acc/index.htm,Null
CNVD-2003-2046, ,Axis Print Server Web接口远程拒绝服务攻击漏洞,2003/7/3,高,(暂无),Axis打印服务器包含WEB接口用于管理。Axis打印服务器没有正确处理特殊HTTP请求，远程攻击者可以利用这个漏洞对WEB接口进行拒绝服务攻击。攻击者提交畸形HTTP请求，就可以导致Axis打印服务器560和5600挂起/崩溃。,Null,Axis Communications-------------------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载升级到最新固件：Axis Communications Print Server 5600 6.10:Axis Communications Upgrade Axis Print Server Firmwareftp://ftp.axis.com/pub_soft/prt_srv/Axis Communications Print Server 5600 6.15:Axis Communications Upgrade Axis Print Server Firmwareftp://ftp.axis.com/pub_soft/prt_srv/Axis Communications Print Server 5600 6.20:Axis Communications Upgrade Axis Print Server Firmwareftp://ftp.axis.com/pub_soft/prt_srv/,Null
CNVD-2003-0615, ,Axis Communications 2400 Video Server command.cgi文件建立漏洞,2003/2/28,高,(暂无),axis webcam是一款基于WEB的视频会议软件，包含Boa-web服务器和基于WEB的管理接口。axis 2400视频服务器没有正确处理'command.cgi'脚本中的参数，远程攻击者可以利用这个漏洞对系统进行拒绝服务攻击，或建立任意文件。'command.cgi'脚本由于对用户提交的输入缺少正确检查，攻击者提交包含恶意参数的URI请求可导致覆盖系统重要文件造成拒绝服务攻击，或在系统上建立任意文件。,Null,Axis Communications-------------------目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.axis.com/products/camera_servers/index.htm,Null
CNVD-2002-4356, ,Axis嵌入设备验证远程缓冲区溢出漏洞,2002/12/20,高,(暂无),Apache是开放源代码广泛使用的WEB服务程序。Axis生产的Network Cameras、Video Servers和Network Digital Video Recorder都包含嵌入式的WEB程序。Web服务程序的验证代码中存在基于堆栈的缓冲区溢出，远程攻击者可以利用这个漏洞对设备进行拒绝服务攻击，可能以Web进程权限在系统上执行任意指令。目前没有提供详细漏洞细节。,Null,Axis Communications-------------------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：升级最新固件：Axis Communications MPEG-2 Video Server 250S:Axis Communications Upgrade Axis 250S MPEG-2 Video Server (3.02 RC1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_250s/release_candidate/3_02/Axis Communications Serial Server 2490:Axis Communications Upgrade Axis 2490 Serial Server (2.11.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2490/sr/Axis Communications Network DVR 2460:Axis Communications Upgrade Axis 2460 Network Digital Video Recorder (3.01)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2460/sr/Axis Communications Network Camera 2420:Axis Communications Upgrade Axis 2420 Network Camera (2.33.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2420/sr/Axis Communications Video Server 2401:Axis Communications Upgrade Axis 2401 Video Server (2.33.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2401/sr/Axis Communications Video Server 2400:Axis Communications Upgrade Axis 2400 Video Server (2.33.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2400/sr/Axis Communications PTZ Network Camera 2130:Axis Communications Upgrade Axis 2130 PTZ Network Camera (2.32.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2130/sr/Axis Communications Network Camera 2120:Axis Communications Upgrade Axis 2120 Network Camera (2.33.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2120/sr/Axis Communications Network Camera 2110:Axis Communications Upgrade Axis 2110 Network Camera (2.33.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2110/sr/Axis Communications Network Camera 2100:Axis Communications Upgrade Axis 2100 Network Camera (2.33.1)ftp://ftp.axis.com/pub_soft/cam_srv/cam_2100/sr/,Null
CNVD-2001-3043, ,Axis Network Camera 缺省管理员帐号漏洞,2001/12/5,低,(暂无),BUGTRAQ ID: 3640Axis Network Cameras是网络照相机，自带了一个内部浏览器显示图片，还有一个基于Web的管理工具。该软件存在缺省管理员帐号密码“root/pass”，导致远程攻击者利用该帐号密码任意修改配置。&lt;*来源：Chris Gragsone (&lt;a href='mailto:maetrics@realwarp.net'>maetrics@realwarp.net&lt;/a>）  链接：&lt;a href='http://archives.neohapsis.com/archives/bugtraq/2001-12/0050.html'>http://archives.neohapsis.com/archives/bugtraq/2001-12/0050.html&lt;/a> *>,Null,,Null
CNVD-2000-0632, ,Extropia WebBanner 输入验证漏洞,2000/6/16,低,(暂无),Extropia WeBanner 是一个开放源码的PERL CGI工具包，WEB管理员利用它可以随机显示banner。工具包中有一个组件index.cgi，使用了一个用户可输入的http变量html_file，它最终传递该变量到open()调用，但是没有检查元字符，于是有可能在目标主机上远程执行任意命令、获取当前WEB服务所拥有的全部特权。 &lt;* 来源：Johannes Westerink (jwesterink@johannes2.daxis.nl) *>,Null,,Null
CNVD-2000-0242, ,Axis StorPoint CD 安全认证漏洞,2000/3/2,低,(暂无),"Axis StorPoint CD 和 Axis StorPoint CD/T 是Axis Communications出品的光盘服务器产品(硬件设备) 。它们都支持通过SNMP MIB-II和自己公司的MIB来进行远程管理。系统自身提供了一个webserver,使使用者能直接通过web界面进行管理。然而这种管理的认证机制存在安全弱点，导致任意用户都可以轻易地绕过用户名/口令限制而直接进入到管理界面。正常的登陆页面的地址是：http://server/config/html/cnf_gi.htm然而，如果使用如下地址：http://server/cd/../config/html/cnf_gi.htm用户就直接进入了管理界面，并获得了对系统的管理权限。&lt;* 来源： Vitek, Ian &lt;ian.vitek@infosec.se>  *>",Null,,Null
CNVD-2000-0165, ,AXIS 700网络扫描器认证机制可被绕过,2000/2/9,低,(暂无),"来源：Vitek Ian, &lt;ian.vitek@INFOSEC.SE>    由于AXIS 700 Network Scanner网络扫描器是在URL转换前检查访问权限，远程攻击者能够轻易绕过该产品的安全机制。    通过修改URL，攻击者能无需输入用户名和口令而直接访问管理URL（或其它需要认证的目录），从而控制网络扫描器（Network Scanner）和访问存放在机器中的全部用户名及口令。",Null,,Null
CNVD-2009-0390, ,EMC AutoStart Backbone Engine远程任意指令执行漏洞,2009/1/23,高,(暂无),EMC AutoStart Backbone Engine是一种网络应用监视控制系统。EMC AutoStart Backbone Engine的实现上存在严重安全漏洞，远程攻击者可能利用此漏洞在运行了AutoStart Backbone Engine的服务器上执行任意指令。EMC AutoStart Backbone Engine无条件的信任一个来自己客户端请求中的指针，将其作为运行代码的入口，因此远程攻击者可以利用此漏洞使服务器端运行任意系统指令从而控制服务器系统。,Null,EMC---目前厂商已经发布了AutoStart 5.3 SP2以修复这个安全问题，请到厂商的主页下载：Powerlink > Support > Software Downloads and Licensing > Downloads A-B > AutoStart,Null
CNVD-2008-2886, ,IBM OS/400 BrSmRcvAndCheck()远程溢出漏洞,2008/6/11,中,(暂无),IBM OS/400是IBM网络服务器上所运行的操作系统。IBM OS/400在modem端口上执行诊断时，IBM OS/400中由BrSmIntWrap所调用的BrSmRcvAndCheck函数未经长度检查便执行了memcpy操作。如果远程攻击者提交了超长参数的话，就可能触发缓冲区溢出，导致初始程序加载（IPL）bootstrap进程终止。,Null,IBM---目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.ers.ibm.com/,Null
CNVD-2008-1250, ,Acronis Snap Deploy PXE服务器TFTP目录遍历及拒绝服务漏洞,2008/3/10,中,(暂无),Acronis Snap Deploy是一个全面的网络系统部署方案，允许企业快速和容易的部署新电脑。Snap Deploy的PXE服务器组件（pxesrv.exe）实现TFTP服务以下载bootstrap文件，而该服务受目录遍历攻击的影响，允许远程攻击者通过提交恶意请求从本地磁盘或网络共享下载任意文件。如果向pxesrv.exe发送了缺少了选项的特制TFTP请求的话，还可能触发空指针引用，导致服务崩溃。,Null,Acronis-------目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.acronis.com/enterprise/products/snapdeploy/,Null
CNVD-2005-3241, ,Bacula以不安全方式创建临时文件漏洞,2005/9/22,高,(暂无),"Bacula是一套网络备份程序。Bacula以不安全的方式创建临时文件，可能导致各种安全问题。* 在autoconf/randpass中：11 tmp=/tmp/p.tmp.$$12 cp autoconf/randpass.bc $tmp13 ps | sum | tr -d ':[:alpha:] ' | sed 's/^/k=/' >>$tmp14 date | tr -d ':[:alpha:] ' | sed 's/^/k=k*/' >>$tmp15 ls -l /tmp | sum | tr -d ':[:alpha:] ' | sed 's/^/k=k*/' >>$tmp16 echo ""j=s(k); for (i = 0; i &lt; $PWL; i++) r()"" >>$tmp17 echo ""quit"" >>$tmp18 bc $tmp | awk -f autoconf/randpass.awk19 rm $tmp不可信任的用户可导致符号链接攻击（竞争条件）和口令泄漏。* 在rescue/linux/getdiskinfo中，创建bootstrap信息文件：192 cat >mount_drives &lt;&lt;END_OF_DATA193 #!/bin/sh194 #195 # Mount disk drives -- created by getdiskinfo196 #197 END_OF_DATA198 sed -n 's/\(^.*\)\ on\ \(.*\)\ type.*$/mkdir -p \/mnt\/disk\2/p'$di/mount.ext2.bsi >>mount_drives199 sed -n 's/\(^.*\)\ on\ \(.*\)\ type.*$/mkdir -p \/mnt\/disk\2/p'$di/mount.ext3.bsi >>mount_drives200 echo ""#"" >>mount_drives201 sed -n 's/\(^.*\)\ on\ \(.*\)\ type.*$/mount \1 \/mnt\/disk\2/p'$di/mount.ext2.bsi >/tmp/1$$202 sed -n 's/\(^.*\)\ on\ \(.*\)\ type.*$/mount \1 \/mnt\/disk\2/p'$di/mount.ext3.bsi >>/tmp/1$$203 # sort so that root is mounted first204 sort -k 3 &lt;/tmp/1$$ >>mount_drives205 rm -f /tmp/1$$206207 chmod 755 mount_drives208209 # copy sfdisk so we will have it210 cp -f /sbin/sfdisk .211 echo ""Done building scripts.""212 echo "" ""213 echo ""You might want to do a:""214 echo "" ""215 echo ""chown -R uuuu:gggg *""216 echo "" ""217 echo ""where uuuu is your userid and gggg is your group""218 echo ""so that you can access all the files as non-root""219 echo "" ""可能导致符号链接攻击（竞争条件）或以用户权限执行任意命令。* 在scripts/mtx-changer.in中：mtx autoloader的Bacula接口117 loaded)118 ${MTX} -f $ctl status >/tmp/mtx.$$119 rtn=$?120 cat /tmp/mtx.$$ | grep ""^Data Transfer Element $drive:Full"" | awk""{print \$7}""121 cat /tmp/mtx.$$ | grep ""^Data Transfer Element $drive:Empty"" | awk""{print 0}""122 rm -f /tmp/mtx.$$123 exit $rtn124 ;;可导致符号链接攻击（竞争条件）。",Null,Bacula------目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.bacula.org/,Null
CNVD-2004-3299, ,Opera Java Sandbox恶意Applets系统信息泄露和拒绝服务漏洞,2004/11/19,中,(暂无),"Opera是流行的WEB浏览器。Opera中的Java Sandbox机制实现存在多个安全问题，远程攻击者可以利用这个漏洞通过恶意Applet访问本地信息或使浏览器崩溃。报告Opera的定制Java插件在默认java策略配置中存在一个缺陷，策略允许Applet访问内部Sun-packages:grant {permission java.lang.RuntimePermission ""accessClassInPackage.sun.*"";};这个访问可使Applet调用破坏性行为或使浏览器崩溃。另外Opera包含的JRE 1.4.2_04版本也受之前报告的XSLT漏洞影响。'opera.jar'中的EcmaScriptObject public类允许一个Applet访问系统内存指针，恶意Applet可使浏览器崩溃。恶意Applet可以监视bootstrap类路径的URL classpath而来判断JDK安装目录。另外恶意Applet可以调用sun.security.krb5.Credentials类判断当前登录用户名和解析用户的HOME目录，通过acquireDefaultCreds也可以使Applet判断操作用户系统类型，用户文件的位置及运行此Applet用户的用户名。另外根据安全公告，还有部分类似缺陷没有在此公告中体现。",Null,Opera Software--------------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载使用Opera 7.60Beta版本：http://www.opera.com/,Null
CNVD-2000-0519, ,Kerberos 4/5  krb_rd_req() 缓冲区溢出漏,2000/5/18,低,(暂无),在MIT Kerberos 4的一个库函数krb_rd_req()中存在一个缓冲区溢出漏洞。因此MIT Kerberos 5中使用了与Kerberos 4兼容代码的部分也存在此漏洞。这个函数在很多基于Kerberos认证的地方都被使用。攻击者可能利用这个漏洞远程获取root权限。目前使用krb_rd_req()并可被远程攻击的程序主要有：        krshd        klogind (如果接受 Kerberos 4认证方式的话 )        telnetd (如果接受 Kerberos 4认证方式的话)        ftpd (if 如果接受 Kerberos 4认证方式的话)        rkinitd        kpopd缺省v4rcp程序被设置了setuid位，它也调用了krb_rd_req()函数，本地用户可能利用这个漏洞获取root权限。在某些MIT Kerberos 5版本中的ksu程序也可以被用来得到本地root权限。这个问题在krb5-1.1.1和krb5-1.0.7-beta1中被修复，更低的版本可能是有问题的。MIT Kerberos 5所带的krshd存在另外一个缓冲区溢出问题，也可能导致远程获取root权限。&lt;* 来源： Jim Paris &lt;jim@jtan.com>          Jeffrey I. Schiller &lt;jis@MIT.EDU>*>,Null,,Null
CNVD-2004-2725, ,DUclassmate验证错误密码更改漏洞,2004/10/11,中,(暂无),DUclassmate是一款免费的同学录及好友查询应用程序。DUclassmate包含的'account.asp'脚本不正确验证用户提交的密码更改请求，远程攻击者可以利用这个漏洞更改他人密码。远程攻击者可以通过修改'My Account'页上的'MM-recordld'参数，并使用其他任意用户ID结合发送修改的值，可导致修改目标用户密码。,Null,DUware------目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.duware.com/products/detail.asp?iPro=34&iCat=9&nCat=Ad%20Management,Null
CNVD-2002-4315, ,多种压缩工具处理路径名不正确漏洞,2002/12/17,中,(暂无),多个压缩工具存在安全问题。多个压缩工具在解压.tar压缩档时不正确处理路径名，远程攻击者可以利用这个漏洞诱骗用户解压包含恶意路径名的文件到其他目录中。多种压缩工具如cpio、Winzip、PKZip、WinRar、SpeedCommander、Squeez、ZipMagic在处理.tar文件时存在目录遍历漏洞，在解压.tar文件时，如果某一文件的路径名字符串包含'/'字符，大多数程序在解压的时候可以正确剔除，但是它们没有充分检查包含'../'字符的路径名，在解压的时候就可以把类似的文件存放到原用户指定目录之外的位置上，通过诱使用户把恶意文件解压到任意目录，就可以导致以高权限覆盖系统任意文件，或覆盖到远程可访问目录，造成任意代码可远程执行等恶意操作。另外Windows平台下对'..\'字符缺少过滤，也可以导致目录遍历攻击。,Null,RARLAB------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：RARLAB Upgrade WinRAR 3.10 beta 5http://www.rarlabs.com/rar/wrar31b5.exeWinZip------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：WinZip Upgrade WinZip 8.1 SR-1http://www.winzip.com/wz81sr1.htm,Null
CNVD-2000-1343, ,Midnight Commander 打开目录时执行任意命令漏洞,2000/12/1,低,(暂无),Midnight Commander 是 Unix系统上流行的文件管理工具，类似MS-DOS里的PcTools。mc提供了ncurses风格的菜单界面，用户通过这个交互界面可以遍历整个文件系统。这里存在一个漏洞，在菜单界面中打开一个精心设计过的目录时，有可能执行任意命令。 攻击者创建一个目录，其名字很长，并且在后半部分包含不可打印字符，比如0x03、0x14，然后是一个可执行命令。因为目录名很长，mc中该目录名只显示了前面的一部分，这部分是正常的可打印字符。当用户在mc中打开这个目录时，后面嵌入的命令得到执行，用户权限很容易变更，这带来很大的安全隐患。 &lt;* 来源：Michal Zalewski (&lt;a href='mailto:lcamtuf@tpi.pl'>lcamtuf@tpi.pl&lt;/a>) *>,Null,,Null
CNVD-2000-1265, ,Midnight Commander cons.saver 覆盖任意文件漏洞,2000/11/15,低,(暂无),Midnight Commander(mc)是一个Unix系统下的文件管理工具。mc 4.5.42所带的一个控制台工具cons.saver存在一个安全漏洞。如果它被设置了suid root属性。可能允许本地用户破坏文件系统上的任意文件。 这个程序的主参数是它将要使用的终端设备的路径名，当cons.saver打开指定文件时，它会首先检查是否它是一个终端设备，如果不是，它忘记关闭这个文件描述符。因此，如果用户在执行cons.saver之前就关闭标准输出的文件描述符，cons.saver就会将一个空字节写入标准输出（现在实际上是用户指定打开的文件）中。如果指定文件是一个符号链接，空字节就被写入所指向的文件中。这可能导致一个本地的拒绝服务攻击。 RedHat 6.1/6.2所带的cons.saver中没有设置suid root属性，因此并不受此问题影响。 &lt;* 来源: Maurycy Prodeus (&lt;a href='mailto:z33d@eth-security.net'>z33d@eth-security.net&lt;/a>)  *>,Null,,Null
